rep_128,rep_256,rep_512,width_mult,down_op,down_k,pan_repeats,mAP,lat_ms,on_disk_mb,sd_size_mb,weights,yaml,run_dir
1,1,1,0.25,GhostConv,3,1,0.5585394850066334,11.729326248168945,5.5379438400268555,10.676837921142578,C:\Users\pretha\Desktop\acyolo\ACYOLO\runs\nas_yolo11_ssdd_nsga2\cand_1762001911899_1948\train\weights\best.pt,C:\Users\pretha\Desktop\acyolo\ACYOLO\runs\nas_yolo11_ssdd_nsga2\cand_1762001911899_1948\model.yaml,C:\Users\pretha\Desktop\acyolo\ACYOLO\runs\nas_yolo11_ssdd_nsga2\cand_1762001911899_1948
2,1,3,0.33,GhostConv,3,1,0.591332517393637,6.043157577514648,10.205801963806152,19.97677993774414,C:\Users\pretha\Desktop\acyolo\ACYOLO\runs\nas_yolo11_ssdd_nsga2\cand_1762059356951_2576\train\weights\best.pt,C:\Users\pretha\Desktop\acyolo\ACYOLO\runs\nas_yolo11_ssdd_nsga2\cand_1762059356951_2576\model.yaml,C:\Users\pretha\Desktop\acyolo\ACYOLO\runs\nas_yolo11_ssdd_nsga2\cand_1762059356951_2576
